breed,disease,food,ingredients
"Poodle, miniature",sebaceous adenitis,Herring & Pumpkin Chickpeas Stew,"Herring, Pumpkin, Chickpeas"
"Poodle, miniature",sebaceous adenitis,Itch Relief Egg Mix #4,"Egg (whole), Pumpkin, Kale, Carrot, Sunflower oil"
"Poodle, miniature",sebaceous adenitis,Mackerel & Carrot Chickpeas Stew,"Mackerel, Carrot, Chickpeas"
"Poodle, miniature",sebaceous adenitis,Mackerel & Kale Chickpeas Stew,"Mackerel, Kale, Chickpeas"
"Poodle, miniature",sebaceous adenitis,Mackerel & Pumpkin Chickpeas Stew,"Mackerel, Pumpkin, Chickpeas"
"Poodle, miniature",sebaceous adenitis,Oysters & Chickpeas Stew,"Oysters, Chickpeas"
"Poodle, miniature",sebaceous adenitis,Oysters & Spinach Chickpeas Stew,"Oysters, Spinach, Chickpeas"
"Poodle, miniature",sebaceous adenitis,Salmon & Carrot Chickpeas Stew,"Salmon, Carrot, Chickpeas"
"Poodle, miniature",sebaceous adenitis,Salmon & Kale Chickpeas Stew,"Salmon, Kale, Chickpeas"
"Poodle, miniature",sebaceous adenitis,Salmon & Sweet potato Chickpeas Stew,"Salmon, Sweet potato, Chickpeas"
"Poodle, miniature",sebaceous adenitis,Sardines & Carrot Chickpeas Stew,"Sardines, Carrot, Chickpeas"
"Poodle, miniature",sebaceous adenitis,Sardines & Sweet potato Chickpeas Stew,"Sardines, Sweet potato, Chickpeas"
"Poodle, miniature",sebaceous adenitis,Skin Glow Salmon Bowl #1,"Salmon, Sweet potato, Carrot, Spinach, Flaxseed"
"Poodle, miniature",von Willebrand's disease,Beef liver & Broccoli Lentils Stew,"Beef liver, Broccoli, Lentils"
"Poodle, miniature",von Willebrand's disease,Beef liver & Kale Lentils Stew,"Beef liver, Kale, Lentils"
"Poodle, miniature",von Willebrand's disease,Beef liver & Parsley Lentils Stew,"Beef liver, Parsley, Lentils"
"Poodle, miniature",von Willebrand's disease,Beef liver & Spinach Lentils Stew,"Beef liver, Spinach, Lentils"
"Poodle, miniature",von Willebrand's disease,Beef liver & Spinach with Sunflower seeds,"Beef liver, Spinach, Sunflower seeds"
"Poodle, miniature",von Willebrand's disease,Beef liver with Spinach & Kale,"Beef liver, Spinach, Kale"
"Poodle, miniature",von Willebrand's disease,Blood Builder Egg Bowl #4,"Egg (whole), Pumpkin, Parsley, Bell pepper, Sunflower seeds"
"Poodle, miniature",von Willebrand's disease,Blood Builder Salmon Bowl #1,"Salmon, Sweet potato, Spinach, Broccoli, Sunflower seeds"
"Poodle, miniature",von Willebrand's disease,Iron Boost Lean beef Stew #5,"Lean beef, Sweet potato, Bell pepper, Spinach, Sunflower seeds"
"Poodle, miniature",von Willebrand's disease,Iron Boost Sardine Stew #2,"Sardine, Pumpkin, Broccoli, Kale, Sunflower seeds"
"Poodle, miniature",von Willebrand's disease,Lean beef & Kale Lentils Stew,"Lean beef, Kale, Lentils"
"Poodle, miniature",von Willebrand's disease,Lean beef & Spinach Lentils Stew,"Lean beef, Spinach, Lentils"
"Poodle, miniature",von Willebrand's disease,Mackerel & Bell pepper Lentils Stew,"Mackerel, Bell pepper, Lentils"
"Poodle, miniature",von Willebrand's disease,Mackerel & Sweet potato Lentils Stew,"Mackerel, Sweet potato, Lentils"
"Poodle, miniature",von Willebrand's disease,Salmon & Broccoli Lentils Stew,"Salmon, Broccoli, Lentils"
"Poodle, miniature",von Willebrand's disease,Salmon & Parsley Lentils Stew,"Salmon, Parsley, Lentils"
"Poodle, miniature",von Willebrand's disease,Salmon & Spinach Lentils Stew,"Salmon, Spinach, Lentils"
"Poodle, miniature",von Willebrand's disease,Sardines & Broccoli Lentils Stew,"Sardines, Broccoli, Lentils"
"Poodle, miniature",von Willebrand's disease,Sardines & Parsley Lentils Stew,"Sardines, Parsley, Lentils"
"Poodle, miniature",von Willebrand's disease,Vital Blood Beef liver Dinner #3,"Beef liver, Sweet potato, Kale, Parsley, Sunflower seeds"
"Poodle, standard",Cataracts,Beef & Chickpeas Stew,"Beef, Chickpeas"
"Poodle, standard",Cataracts,Beef & Sweet potato Chickpeas Stew,"Beef, Sweet potato, Chickpeas"
"Poodle, standard",Cataracts,Bright Eyes Egg yolk Bowl,"Egg yolk, Pumpkin, Broccoli, Carrot, Blueberry"
"Poodle, standard",Cataracts,Clear Sight Sardine Dinner,"Sardine, Pumpkin, Kale, Spinach, Blueberry"
"Poodle, standard",Cataracts,Egg yolk & Kale Bowl with Blueberries,"Egg yolk, Kale, Blueberries"
"Poodle, standard",Cataracts,Egg yolk & Kale Chickpeas Stew,"Egg yolk, Kale, Chickpeas"
"Poodle, standard",Cataracts,Egg yolk & Spinach Chickpeas Stew,"Egg yolk, Spinach, Chickpeas"
"Poodle, standard",Cataracts,Eye Protect Herring Plate,"Herring, Pumpkin, Bell pepper, Chickpeas, Blueberry"
"Poodle, standard",Cataracts,Herring & Bell pepper Chickpeas Stew,"Herring, Bell pepper, Chickpeas"
"Poodle, standard",Cataracts,Herring & Corn Chickpeas Stew,"Herring, Corn, Chickpeas"
"Poodle, standard",Cataracts,Mackerel & Broccoli Chickpeas Stew,"Mackerel, Broccoli, Chickpeas"
"Poodle, standard",Cataracts,Mackerel & Peas Chickpeas Stew,"Mackerel, Peas, Chickpeas"
"Poodle, standard",Cataracts,Oysters & Bell pepper Chickpeas Stew,"Oysters, Bell pepper, Chickpeas"
"Poodle, standard",Cataracts,Oysters & Corn Chickpeas Stew,"Oysters, Corn, Chickpeas"
"Poodle, standard",Cataracts,Retina Guard Beef Mix,"Beef, Sweet potato, Spinach, Bell pepper, Sunflower seeds"
"Poodle, standard",Cataracts,Salmon & Kale Chickpeas Stew,"Salmon, Kale, Chickpeas"
"Poodle, standard",Cataracts,Salmon & Spinach Chickpeas Stew,"Salmon, Spinach, Chickpeas"
"Poodle, standard",Cataracts,Sardines & Broccoli Chickpeas Stew,"Sardines, Broccoli, Chickpeas"
"Poodle, standard",Cataracts,Sardines & Peas Chickpeas Stew,"Sardines, Peas, Chickpeas"
"Poodle, standard",Cataracts,Vision Shield Salmon Stew,"Salmon, Sweet potato, Carrot, Kale, Sunflower seeds"
"Poodle, standard",Diabetes mellitus,Beef & Barley Bowl,"Beef, Barley"
"Poodle, standard",Diabetes mellitus,Endo Care Salmon Dinner,"Salmon, Sweet Potato (moderate), Green beans, Chickpeas, Sunflower seeds"
"Poodle, standard",Diabetes mellitus,Gland Guard Sardine Mix,"Sardine, Brown rice, Chickpeas, Broccoli, Flaxseed"
"Poodle, standard",Diabetes mellitus,Herring & Barley Bowl,"Herring, Barley"
"Poodle, standard",Diabetes mellitus,Herring & Oats Porridge,"Herring, Oats"
"Poodle, standard",Diabetes mellitus,Hormone Balance Chicken breast Bowl,"Chicken breast, Pumpkin, Broccoli, Spinach, Flaxseed"
"Poodle, standard",Diabetes mellitus,Lean beef & Spinach Barley Bowl,"Lean beef, Spinach, Barley"
"Poodle, standard",Diabetes mellitus,Lean beef & Spinach Oat Porridge,"Lean beef, Spinach, Oats"
"Poodle, standard",Diabetes mellitus,Mackerel & Barley Bowl,"Mackerel, Barley"
"Poodle, standard",Diabetes mellitus,Mackerel & Oats Porridge,"Mackerel, Oats"
"Poodle, standard",Diabetes mellitus,Metabolic Fuel Beef Plate,"Beef, Sweet potato, Broccoli, Spinach, Pumpkin seeds"
"Poodle, standard",Diabetes mellitus,Oysters & Barley Bowl,"Oysters, Barley"
"Poodle, standard",Diabetes mellitus,Oysters & Oats Porridge,"Oysters, Oats"
"Poodle, standard",Diabetes mellitus,Salmon & Sweet potato Barley Bowl,"Salmon, Sweet potato, Barley"
"Poodle, standard",Diabetes mellitus,Salmon & Sweet potato Oat Porridge,"Salmon, Sweet potato, Oats"
"Poodle, standard",Diabetes mellitus,Sardines & Pumpkin Barley Bowl,"Sardines, Pumpkin, Barley"
"Poodle, standard",Diabetes mellitus,Sardines & Pumpkin Oat Porridge,"Sardines, Pumpkin, Oats"
"Poodle, standard",Diabetes mellitus,Thyroid Support Egg Stew,"Egg (whole), Oat Bran, Spinach, Green beans, Pumpkin seeds"
"Poodle, standard",Diabetes mellitus,Turkey & Broccoli Barley Bowl,"Turkey, Broccoli, Barley"
"Poodle, standard",Diabetes mellitus,Turkey & Broccoli Oat Porridge,"Turkey, Broccoli, Oats"
"Poodle, standard",Dilated cardiomyopathy,Beef & Brown rice Bowl,"Beef, Brown rice"
"Poodle, standard",Dilated cardiomyopathy,Beef & Oats Porridge,"Beef, Oats"
"Poodle, standard",Dilated cardiomyopathy,Beef heart & Spinach Brown Rice Bowl,"Beef heart, Spinach, Brown rice"
"Poodle, standard",Dilated cardiomyopathy,Beef heart & Spinach Oat Porridge,"Beef heart, Spinach, Oats"
"Poodle, standard",Dilated cardiomyopathy,Beef liver & Brown rice Bowl,"Beef liver, Brown rice"
"Poodle, standard",Dilated cardiomyopathy,Cardio Shield Beef heart Stew,"Beef heart, Brown rice, Spinach, Pumpkin seeds"
"Poodle, standard",Dilated cardiomyopathy,Chicken & Brown rice Bowl,"Chicken, Brown rice"
"Poodle, standard",Dilated cardiomyopathy,Chicken & Oats Porridge,"Chicken, Oats"
"Poodle, standard",Dilated cardiomyopathy,Heart Guard Beef Bowl,"Beef, Sweet potato, Spinach, Flaxseed"
"Poodle, standard",Dilated cardiomyopathy,Heart Health Salmon Plate,"Salmon, Brown rice, Spinach, Flaxseed"
"Poodle, standard",Dilated cardiomyopathy,Lamb & Brown rice Bowl,"Lamb, Brown rice"
"Poodle, standard",Dilated cardiomyopathy,Lamb & Oats Porridge,"Lamb, Oats"
"Poodle, standard",Dilated cardiomyopathy,Salmon & Brown rice Bowl,"Salmon, Brown rice"
"Poodle, standard",Dilated cardiomyopathy,Salmon & Oats Porridge,"Salmon, Oats"
"Poodle, standard",Dilated cardiomyopathy,Sardines & Brown rice Bowl,"Sardines, Brown rice"
"Poodle, standard",Dilated cardiomyopathy,Sardines & Oats Porridge,"Sardines, Oats"
"Poodle, standard",Dilated cardiomyopathy,Strong Heart Chicken heart Dinner,"Chicken heart, Oats, Spinach, Cod liver oil"
"Poodle, standard",Dilated cardiomyopathy,Taurine Boost Egg Mix,"Egg (whole), Sweet potato, Spinach, Sunflower seeds"
"Poodle, standard",Dilated cardiomyopathy,Turkey & Brown rice Bowl,"Turkey, Brown rice"
"Poodle, standard",Dilated cardiomyopathy,Turkey & Oats Porridge,"Turkey, Oats"
"Poodle, standard",Gastric dilatation-volvulus,Belly Balance Lean Beef Mix,"Lean Beef, Easily digestible carbs (rice), Broccoli"
"Poodle, standard",Gastric dilatation-volvulus,Digest Ease Egg Dinner,"Egg (whole), Rice, Broccoli"
"Poodle, standard",Gastric dilatation-volvulus,Gentle Gut Yogurt Plate,"Yogurt, Oats, Broccoli"
"Poodle, standard",Gastric dilatation-volvulus,Gut Heal Chicken breast Stew,"Chicken breast, Sweet potato, Broccoli"
"Poodle, standard",Gastric dilatation-volvulus,Mackerel & Oats Porridge,"Mackerel, Oats"
"Poodle, standard",Gastric dilatation-volvulus,Mackerel & Pumpkin Oat Porridge,"Mackerel, Pumpkin, Oats"
"Poodle, standard",Gastric dilatation-volvulus,Mackerel & Sweet potato Oat Porridge,"Mackerel, Sweet potato, Oats"
"Poodle, standard",Gastric dilatation-volvulus,Mackerel with Pumpkin & Sweet potato,"Mackerel, Pumpkin, Sweet potato"
"Poodle, standard",Gastric dilatation-volvulus,Salmon & Pumpkin Oat Porridge,"Salmon, Pumpkin, Oats"
"Poodle, standard",Gastric dilatation-volvulus,Salmon & Pumpkin with Kefir,"Salmon, Pumpkin, Kefir"
"Poodle, standard",Gastric dilatation-volvulus,Salmon & Pumpkin with Plain yogurt,"Salmon, Pumpkin, Plain yogurt"
"Poodle, standard",Gastric dilatation-volvulus,Salmon & Sardines Stew with Pumpkin,"Salmon, Sardines, Pumpkin"
"Poodle, standard",Gastric dilatation-volvulus,Salmon & Sweet potato Oat Porridge,"Salmon, Sweet potato, Oats"
"Poodle, standard",Gastric dilatation-volvulus,Salmon & Sweet potato with Plain yogurt,"Salmon, Sweet potato, Plain yogurt"
"Poodle, standard",Gastric dilatation-volvulus,Salmon with Pumpkin & Sweet potato,"Salmon, Pumpkin, Sweet potato"
"Poodle, standard",Gastric dilatation-volvulus,Sardines & Pumpkin Oat Porridge,"Sardines, Pumpkin, Oats"
"Poodle, standard",Gastric dilatation-volvulus,Sardines & Pumpkin with Plain yogurt,"Sardines, Pumpkin, Plain yogurt"
"Poodle, standard",Gastric dilatation-volvulus,Sardines & Sweet potato Oat Porridge,"Sardines, Sweet potato, Oats"
"Poodle, standard",Gastric dilatation-volvulus,Sardines with Pumpkin & Sweet potato,"Sardines, Pumpkin, Sweet potato"
"Poodle, standard",Gastric dilatation-volvulus,Tummy Calm Sardine Bowl,"Sardine, Pumpkin, Broccoli"
"Poodle, standard",Glaucoma,Bright Eyes Salmon Bowl #1,"Salmon, Sweet potato, Kale, Spinach, Blueberry"
"Poodle, standard",Glaucoma,Clear Sight Sardine Dinner #3,"Sardine, Brown rice, Carrot, Broccoli, Blueberry"
"Poodle, standard",Glaucoma,Egg yolk & Sweet potato Brown Rice Bowl,"Egg yolk, Sweet potato, Brown rice"
"Poodle, standard",Glaucoma,Egg yolk & Sweet potato Oat Porridge,"Egg yolk, Sweet potato, Oats"
"Poodle, standard",Glaucoma,Eye Protect Mackerel Plate,"Mackerel, Sweet potato, Bell pepper, Kale, Blueberry"
"Poodle, standard",Glaucoma,Herring & Bell pepper Brown Rice Bowl,"Herring, Bell pepper, Brown rice"
"Poodle, standard",Glaucoma,Herring & Bell pepper Oat Porridge,"Herring, Bell pepper, Oats"
"Poodle, standard",Glaucoma,Mackerel & Broccoli Brown Rice Bowl,"Mackerel, Broccoli, Brown rice"
"Poodle, standard",Glaucoma,Mackerel & Broccoli Oat Porridge,"Mackerel, Broccoli, Oats"
"Poodle, standard",Glaucoma,Retina Guard Herring Mix,"Herring, Oats, Broccoli, Bell pepper, Sunflower seeds"
"Poodle, standard",Glaucoma,Salmon & Broccoli Brown Rice Bowl,"Salmon, Broccoli, Brown rice"
"Poodle, standard",Glaucoma,Salmon & Kale Bowl with Blueberries,"Salmon, Kale, Blueberries"
"Poodle, standard",Glaucoma,Salmon & Kale Brown Rice Bowl,"Salmon, Kale, Brown rice"
"Poodle, standard",Glaucoma,Salmon & Kale Oat Porridge,"Salmon, Kale, Oats"
"Poodle, standard",Glaucoma,Salmon & Spinach Brown Rice Bowl,"Salmon, Spinach, Brown rice"
"Poodle, standard",Glaucoma,Salmon & Spinach Oat Porridge,"Salmon, Spinach, Oats"
"Poodle, standard",Glaucoma,Sardines & Kale Brown Rice Bowl,"Sardines, Kale, Brown rice"
"Poodle, standard",Glaucoma,Sardines & Spinach Brown Rice Bowl,"Sardines, Spinach, Brown rice"
"Poodle, standard",Glaucoma,Sardines & Spinach Oat Porridge,"Sardines, Spinach, Oats"
"Poodle, standard",Glaucoma,Vision Shield Egg yolk Stew,"Egg yolk, Pumpkin, Spinach, Carrot, Cod liver oil"
"Poodle, standard",Hip dysplasia,Beef trachea & Bell pepper Brown Rice Bowl,"Beef trachea, Bell pepper, Brown rice"
"Poodle, standard",Hip dysplasia,Beef trachea & Bell pepper Oat Porridge,"Beef trachea, Bell pepper, Oats"
"Poodle, standard",Hip dysplasia,Bone broth & Spinach Brown Rice Bowl,"Bone broth, Spinach, Brown rice"
"Poodle, standard",Hip dysplasia,Bone broth & Spinach Oat Porridge,"Bone broth, Spinach, Oats"
"Poodle, standard",Hip dysplasia,Cartilage Care Salmon Dinner,"Salmon, Oats, Bell pepper, Broccoli, Blueberry"
"Poodle, standard",Hip dysplasia,Chicken feet & Broccoli Brown Rice Bowl,"Chicken feet, Broccoli, Brown rice"
"Poodle, standard",Hip dysplasia,Chicken feet & Broccoli Oat Porridge,"Chicken feet, Broccoli, Oats"
"Poodle, standard",Hip dysplasia,Chicken sternum cartilage & Asparagus Brown Rice Bowl,"Chicken sternum cartilage, Asparagus, Brown rice"
"Poodle, standard",Hip dysplasia,Chicken sternum cartilage & Asparagus Oat Porridge,"Chicken sternum cartilage, Asparagus, Oats"
"Poodle, standard",Hip dysplasia,Flex & Move Egg Stew,"Egg (whole), Brown rice, Asparagus, Bell pepper, Bone broth"
"Poodle, standard",Hip dysplasia,Green-lipped mussel & Kale Brown Rice Bowl,"Green-lipped mussel, Kale, Brown rice"
"Poodle, standard",Hip dysplasia,Green-lipped mussel & Kale Oat Porridge,"Green-lipped mussel, Kale, Oats"
"Poodle, standard",Hip dysplasia,Joint Shield Chicken feet Bowl,"Chicken feet, Sweet potato, Spinach, Asparagus, Blueberry"
"Poodle, standard",Hip dysplasia,Joint Support Chicken cartilage Plate #5,"Chicken cartilage, Brown rice, Cabbage, Kale, Blueberry"
"Poodle, standard",Hip dysplasia,Pork cartilage & Sweet potato Brown Rice Bowl,"Pork cartilage, Sweet potato, Brown rice"
"Poodle, standard",Hip dysplasia,Pork cartilage & Sweet potato Oat Porridge,"Pork cartilage, Sweet potato, Oats"
"Poodle, standard",Hip dysplasia,Pork ribs & Cabbage Brown Rice Bowl,"Pork ribs, Cabbage, Brown rice"
"Poodle, standard",Hip dysplasia,Shark cartilage & Brown rice Bowl,"Shark cartilage, Brown rice"
"Poodle, standard",Hip dysplasia,Shark cartilage & Cabbage Brown Rice Bowl,"Shark cartilage, Cabbage, Brown rice"
"Poodle, standard",Hip dysplasia,Strong Bones Sardine Mix,"Sardine, Sweet potato, Broccoli, Cabbage, Cod liver oil"
"Poodle, standard",Hyperadrenocorticism (Cushing's syndrome),Chicken breast & Barley Bowl,"Chicken breast, Barley"
"Poodle, standard",Hyperadrenocorticism (Cushing's syndrome),Chicken breast & Oats Porridge,"Chicken breast, Oats"
"Poodle, standard",Hyperadrenocorticism (Cushing's syndrome),Eggs & Barley Bowl,"Eggs, Barley"
"Poodle, standard",Hyperadrenocorticism (Cushing's syndrome),Endo Care Sardine (small) Dinner,"Sardine (small), Rice, Green beans, Broccoli, Flaxseed"
"Poodle, standard",Hyperadrenocorticism (Cushing's syndrome),Gland Guard Turkey Mix,"Turkey, Barley, Broccoli, Spinach, Sunflower seeds"
"Poodle, standard",Hyperadrenocorticism (Cushing's syndrome),Herring & Pumpkin Barley Bowl,"Herring, Pumpkin, Barley"
"Poodle, standard",Hyperadrenocorticism (Cushing's syndrome),Herring & Pumpkin Oat Porridge,"Herring, Pumpkin, Oats"
"Poodle, standard",Hyperadrenocorticism (Cushing's syndrome),Hormone Balance Chicken breast Bowl #1,"Chicken breast, Sweet potato, Broccoli, Spinach, Flaxseed"
"Poodle, standard",Hyperadrenocorticism (Cushing's syndrome),Lean beef & Barley Bowl,"Lean beef, Barley"
"Poodle, standard",Hyperadrenocorticism (Cushing's syndrome),Lean beef & Oats Porridge,"Lean beef, Oats"
"Poodle, standard",Hyperadrenocorticism (Cushing's syndrome),Mackerel & Broccoli Barley Bowl,"Mackerel, Broccoli, Barley"
"Poodle, standard",Hyperadrenocorticism (Cushing's syndrome),Mackerel & Broccoli Oat Porridge,"Mackerel, Broccoli, Oats"
"Poodle, standard",Hyperadrenocorticism (Cushing's syndrome),Metabolic Fuel White Fish Plate,"White Fish, Oats, Spinach, Green beans, Flaxseed"
"Poodle, standard",Hyperadrenocorticism (Cushing's syndrome),Salmon & Spinach Barley Bowl,"Salmon, Spinach, Barley"
"Poodle, standard",Hyperadrenocorticism (Cushing's syndrome),Salmon & Spinach Oat Porridge,"Salmon, Spinach, Oats"
"Poodle, standard",Hyperadrenocorticism (Cushing's syndrome),Sardines & Sweet potato Barley Bowl,"Sardines, Sweet potato, Barley"
"Poodle, standard",Hyperadrenocorticism (Cushing's syndrome),Sardines & Sweet potato Oat Porridge,"Sardines, Sweet potato, Oats"
"Poodle, standard",Hyperadrenocorticism (Cushing's syndrome),Thyroid Support Egg White Stew,"Egg White, Pumpkin, Spinach, Green beans, Sunflower seeds"
"Poodle, standard",Hyperadrenocorticism (Cushing's syndrome),Turkey & Barley Bowl,"Turkey, Barley"
"Poodle, standard",Hyperadrenocorticism (Cushing's syndrome),Turkey & Oats Porridge,"Turkey, Oats"
"Poodle, standard",Hypoadrenocorticism (Addison's disease),Bone broth & Mushrooms Stew,"Bone broth, Mushrooms"
"Poodle, standard",Hypoadrenocorticism (Addison's disease),Bone broth with Kale,"Bone broth, Kale"
"Poodle, standard",Hypoadrenocorticism (Addison's disease),Chicken & Mushrooms Stew,"Chicken, Mushrooms"
"Poodle, standard",Hypoadrenocorticism (Addison's disease),Eggs & Fish fillet Stew with Bell pepper,"Eggs, Fish fillet, Bell pepper"
"Poodle, standard",Hypoadrenocorticism (Addison's disease),Eggs with Spinach & Broccoli,"Eggs, Spinach, Broccoli"
"Poodle, standard",Hypoadrenocorticism (Addison's disease),Eggs with Sweet potato & Broccoli,"Eggs, Sweet potato, Broccoli"
"Poodle, standard",Hypoadrenocorticism (Addison's disease),Eggs with Sweet potato & Spinach,"Eggs, Sweet potato, Spinach"
"Poodle, standard",Hypoadrenocorticism (Addison's disease),Endo Care Egg Dinner,"Egg (whole), Rice, Bell pepper, Kale, Bone broth (sodium-containing)"
"Poodle, standard",Hypoadrenocorticism (Addison's disease),Fish fillet with Bell pepper & Kale,"Fish fillet, Bell pepper, Kale"
"Poodle, standard",Hypoadrenocorticism (Addison's disease),Fish fillet with Sweet potato & Spinach,"Fish fillet, Sweet potato, Spinach"
"Poodle, standard",Hypoadrenocorticism (Addison's disease),Gland Guard Sardine Mix #4,"Sardine, White rice, Kale, Spinach, Bone broth (sodium-containing)"
"Poodle, standard",Hypoadrenocorticism (Addison's disease),Hormone Balance Salmon Bowl,"Salmon, Sweet potato, Spinach, Broccoli, Bone broth (sodium-containing)"
"Poodle, standard",Hypoadrenocorticism (Addison's disease),Lean meat & Eggs Stew with Spinach,"Lean meat, Eggs, Spinach"
"Poodle, standard",Hypoadrenocorticism (Addison's disease),Lean meat & Eggs Stew with Sweet potato,"Lean meat, Eggs, Sweet potato"
"Poodle, standard",Hypoadrenocorticism (Addison's disease),Lean meat with Spinach & Broccoli,"Lean meat, Spinach, Broccoli"
"Poodle, standard",Hypoadrenocorticism (Addison's disease),Lean meat with Sweet potato & Bell pepper,"Lean meat, Sweet potato, Bell pepper"
"Poodle, standard",Hypoadrenocorticism (Addison's disease),Lean meat with Sweet potato & Broccoli,"Lean meat, Sweet potato, Broccoli"
"Poodle, standard",Hypoadrenocorticism (Addison's disease),Lean meat with Sweet potato & Spinach,"Lean meat, Sweet potato, Spinach"
"Poodle, standard",Hypoadrenocorticism (Addison's disease),Metabolic Fuel Chicken Plate,"Chicken, Sweet potato, Spinach, Broccoli, Bone broth (sodium-containing)"
"Poodle, standard",Hypoadrenocorticism (Addison's disease),Thyroid Support Chicken breast Stew,"Chicken breast, Pumpkin, Broccoli, Bell pepper, Bone broth (sodium-containing)"
"Poodle, standard",Idiopathic epilepsy,Beef heart & Brown rice Bowl,"Beef heart, Brown rice"
"Poodle, standard",Idiopathic epilepsy,Beef heart & Oats Porridge,"Beef heart, Oats"
"Poodle, standard",Idiopathic epilepsy,Brain Boost Salmon Bowl #1,"Salmon, Sweet potato, Spinach, Blueberry"
"Poodle, standard",Idiopathic epilepsy,Calm Mind Beef liver Dinner #3,"Beef liver, Brown rice, Spinach, Blueberry"
"Poodle, standard",Idiopathic epilepsy,Chicken & Brown rice Bowl,"Chicken, Brown rice"
"Poodle, standard",Idiopathic epilepsy,Chicken & Oats Porridge,"Chicken, Oats"
"Poodle, standard",Idiopathic epilepsy,Herring & Brown rice Bowl,"Herring, Brown rice"
"Poodle, standard",Idiopathic epilepsy,Herring & Oats Porridge,"Herring, Oats"
"Poodle, standard",Idiopathic epilepsy,Mackerel & Brown rice Bowl,"Mackerel, Brown rice"
"Poodle, standard",Idiopathic epilepsy,Mackerel & Oats Porridge,"Mackerel, Oats"
"Poodle, standard",Idiopathic epilepsy,Nerve Care Egg Mix #4,"Egg (whole), Oats, Spinach, Coconut oil (MCT)"
"Poodle, standard",Idiopathic epilepsy,Neuro Shield Sardine Stew #2,"Sardine, Banana, Spinach, Flaxseed"
"Poodle, standard",Idiopathic epilepsy,Salmon & Spinach Brown Rice Bowl,"Salmon, Spinach, Brown rice"
"Poodle, standard",Idiopathic epilepsy,Salmon & Spinach Oat Porridge,"Salmon, Spinach, Oats"
"Poodle, standard",Idiopathic epilepsy,Salmon & Sweet potato Brown Rice Bowl,"Salmon, Sweet potato, Brown rice"
"Poodle, standard",Idiopathic epilepsy,Sardines & Sweet potato Brown Rice Bowl,"Sardines, Sweet potato, Brown rice"
"Poodle, standard",Idiopathic epilepsy,Sardines & Sweet potato Oat Porridge,"Sardines, Sweet potato, Oats"
"Poodle, standard",Idiopathic epilepsy,Seizure Shield Chicken Plate,"Chicken, Quinoa, Spinach, Blueberry"
"Poodle, standard",Idiopathic epilepsy,Turkey & Brown rice Bowl,"Turkey, Brown rice"
"Poodle, standard",Idiopathic epilepsy,Turkey & Oats Porridge,"Turkey, Oats"
"Poodle, standard",Microphthalmia; ocular dysgenesis,Beef & Carrot Lentils Stew,"Beef, Carrot, Lentils"
"Poodle, standard",Microphthalmia; ocular dysgenesis,Beef & Kale Lentils Stew,"Beef, Kale, Lentils"
"Poodle, standard",Microphthalmia; ocular dysgenesis,Beef & Pumpkin Lentils Stew,"Beef, Pumpkin, Lentils"
"Poodle, standard",Microphthalmia; ocular dysgenesis,Beef liver & Carrot Lentils Stew,"Beef liver, Carrot, Lentils"
"Poodle, standard",Microphthalmia; ocular dysgenesis,Beef liver & Kale Lentils Stew,"Beef liver, Kale, Lentils"
"Poodle, standard",Microphthalmia; ocular dysgenesis,Beef liver & Sweet potato Lentils Stew,"Beef liver, Sweet potato, Lentils"
"Poodle, standard",Microphthalmia; ocular dysgenesis,Beef liver with Carrot & Sweet potato,"Beef liver, Carrot, Sweet potato"
"Poodle, standard",Microphthalmia; ocular dysgenesis,Bright Eyes Salmon Bowl #1,"Salmon, Pumpkin, Spinach, Carrot, Blueberry"
"Poodle, standard",Microphthalmia; ocular dysgenesis,Clear Sight Egg yolk Dinner #3,"Egg yolk, Pumpkin, Kale, Asparagus, Blueberry"
"Poodle, standard",Microphthalmia; ocular dysgenesis,Eye Protect Beef Plate #5,"Beef, Pumpkin, Broccoli, Spinach, Blueberry"
"Poodle, standard",Microphthalmia; ocular dysgenesis,Mackerel & Broccoli Lentils Stew,"Mackerel, Broccoli, Lentils"
"Poodle, standard",Microphthalmia; ocular dysgenesis,Mackerel & Spinach Lentils Stew,"Mackerel, Spinach, Lentils"
"Poodle, standard",Microphthalmia; ocular dysgenesis,Oysters & Carrot Lentils Stew,"Oysters, Carrot, Lentils"
"Poodle, standard",Microphthalmia; ocular dysgenesis,Oysters & Sweet potato Lentils Stew,"Oysters, Sweet potato, Lentils"
"Poodle, standard",Microphthalmia; ocular dysgenesis,Retina Guard Beef liver Mix,"Beef liver, Sweet potato, Asparagus, Broccoli, Pumpkin seeds"
"Poodle, standard",Microphthalmia; ocular dysgenesis,Salmon & Kale Lentils Stew,"Salmon, Kale, Lentils"
"Poodle, standard",Microphthalmia; ocular dysgenesis,Salmon & Pumpkin Lentils Stew,"Salmon, Pumpkin, Lentils"
"Poodle, standard",Microphthalmia; ocular dysgenesis,Sardines & Broccoli Lentils Stew,"Sardines, Broccoli, Lentils"
"Poodle, standard",Microphthalmia; ocular dysgenesis,Sardines & Spinach Lentils Stew,"Sardines, Spinach, Lentils"
"Poodle, standard",Microphthalmia; ocular dysgenesis,Vision Shield Sardine Stew #2,"Sardine, Sweet potato, Carrot, Kale, Pumpkin seeds"
"Poodle, standard",Mitral valve dysplasia,Beef & Brown rice Bowl,"Beef, Brown rice"
